2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:49:47.326 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(1/5)
2025-06-27 13:49:48.268 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(2/5)
2025-06-27 13:49:50.857 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(2/5)
2025-06-27 13:49:51.391 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(2/5)
2025-06-27 13:49:55.895 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(3/5)
2025-06-27 13:49:55.950 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(4/5)
2025-06-27 13:49:58.376 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(2/5)
2025-06-27 13:50:01.419 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(3/5)
2025-06-27 13:50:02.000 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(5/5)
2025-06-27 13:50:02.314 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(3/5)
2025-06-27 13:50:02.442 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(3/5)
2025-06-27 13:50:06.358 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(4/5)
2025-06-27 13:50:08.192 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Irbesartan-teva
2025-06-27 13:50:08.194 | INFO     | adapters.download_file:download_pdf:92 - Downloading 30/60 : Pravafenix
2025-06-27 13:50:08.229 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pravafenix. Retrying...(1/5)
2025-06-27 13:50:12.009 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Armisarte
2025-06-27 13:50:12.014 | INFO     | adapters.download_file:download_pdf:92 - Downloading 31/60 : Votrient
2025-06-27 13:50:12.205 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Votrient
2025-06-27 13:50:12.205 | INFO     | adapters.download_file:download_pdf:92 - Downloading 32/60 : Stalevo
2025-06-27 13:50:12.240 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Stalevo. Retrying...(1/5)
2025-06-27 13:50:12.474 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(4/5)
2025-06-27 13:50:17.488 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(4/5)
2025-06-27 13:50:20.549 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Pravafenix
2025-06-27 13:50:20.550 | INFO     | adapters.download_file:download_pdf:92 - Downloading 33/60 : Naglazyme
2025-06-27 13:50:20.587 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(1/5)
2025-06-27 13:50:21.407 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(5/5)
2025-06-27 13:50:21.527 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(5/5)
2025-06-27 13:50:23.625 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(2/5)
2025-06-27 13:50:24.280 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Stalevo. Retrying...(2/5)
2025-06-27 13:50:24.521 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(5/5)
2025-06-27 13:50:24.541 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Cinacalcet-viatris
2025-06-27 13:50:24.548 | INFO     | adapters.download_file:download_pdf:92 - Downloading 34/60 : Dovato
2025-06-27 13:50:24.585 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovato. Retrying...(1/5)
2025-06-27 13:50:27.674 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(3/5)
2025-06-27 13:50:30.422 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Alkindi
2025-06-27 13:50:30.428 | INFO     | adapters.download_file:download_pdf:92 - Downloading 35/60 : Alli
2025-06-27 13:50:30.462 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(1/5)
2025-06-27 13:50:34.524 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Posaconazole-ahcl
2025-06-27 13:50:34.531 | INFO     | adapters.download_file:download_pdf:92 - Downloading 36/60 : Ozawade
2025-06-27 13:50:34.753 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ozawade
2025-06-27 13:50:34.754 | INFO     | adapters.download_file:download_pdf:92 - Downloading 37/60 : Fingolimod-mylan
2025-06-27 13:50:34.791 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(1/5)
2025-06-27 13:50:36.667 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Stalevo
2025-06-27 13:50:36.668 | INFO     | adapters.download_file:download_pdf:92 - Downloading 38/60 : Ganfort
2025-06-27 13:50:36.706 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganfort. Retrying...(1/5)
2025-06-27 13:50:39.627 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovato. Retrying...(2/5)
2025-06-27 13:50:40.509 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(2/5)
2025-06-27 13:50:40.723 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(4/5)
2025-06-27 13:50:42.748 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganfort. Retrying...(2/5)
2025-06-27 13:50:43.561 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(3/5)
2025-06-27 13:50:46.861 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(2/5)
2025-06-27 13:50:47.609 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(4/5)
2025-06-27 13:50:49.884 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Dovato
2025-06-27 13:50:49.886 | INFO     | adapters.download_file:download_pdf:92 - Downloading 39/60 : Oxervate
2025-06-27 13:50:49.907 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(3/5)
2025-06-27 13:50:49.941 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Oxervate. Retrying...(1/5)
2025-06-27 13:50:51.786 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganfort. Retrying...(3/5)
2025-06-27 13:50:53.983 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Oxervate. Retrying...(2/5)
2025-06-27 13:50:54.767 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(5/5)
2025-06-27 13:50:57.656 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(5/5)
2025-06-27 13:50:59.776 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Naglazyme
2025-06-27 13:50:59.782 | INFO     | adapters.download_file:download_pdf:92 - Downloading 40/60 : Yuvanci
2025-06-27 13:50:59.818 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yuvanci. Retrying...(1/5)
2025-06-27 13:51:00.958 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(4/5)
2025-06-27 13:51:02.228 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Oxervate
2025-06-27 13:51:02.229 | INFO     | adapters.download_file:download_pdf:92 - Downloading 41/60 : Vemlidy
2025-06-27 13:51:02.268 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(1/5)
2025-06-27 13:51:04.849 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganfort. Retrying...(4/5)
2025-06-27 13:51:09.667 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Alli
2025-06-27 13:51:09.673 | INFO     | adapters.download_file:download_pdf:92 - Downloading 42/60 : Fabrazyme
2025-06-27 13:51:09.732 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(1/5)
2025-06-27 13:51:11.087 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ganfort
2025-06-27 13:51:11.088 | INFO     | adapters.download_file:download_pdf:92 - Downloading 43/60 : Toujeo
2025-06-27 13:51:11.126 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(1/5)
2025-06-27 13:51:12.860 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yuvanci. Retrying...(2/5)
2025-06-27 13:51:12.994 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(5/5)
2025-06-27 13:51:14.177 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(2/5)
2025-06-27 13:51:14.312 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(2/5)
2025-06-27 13:51:14.771 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(2/5)
2025-06-27 13:51:17.911 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yuvanci. Retrying...(3/5)
2025-06-27 13:51:19.220 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(3/5)
2025-06-27 13:51:21.995 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Fingolimod-mylan
2025-06-27 13:51:22.000 | INFO     | adapters.download_file:download_pdf:92 - Downloading 44/60 : Granupas
2025-06-27 13:51:22.055 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(1/5)
2025-06-27 13:51:22.273 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(4/5)
2025-06-27 13:51:22.815 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(3/5)
2025-06-27 13:51:24.351 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(3/5)
2025-06-27 13:51:26.094 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(2/5)
2025-06-27 13:51:27.397 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(4/5)
2025-06-27 13:51:27.876 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(4/5)
2025-06-27 13:51:28.953 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yuvanci. Retrying...(4/5)
2025-06-27 13:51:29.453 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(5/5)
2025-06-27 13:51:31.467 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vemlidy
2025-06-27 13:51:31.473 | INFO     | adapters.download_file:download_pdf:92 - Downloading 45/60 : Teriflunomide-accord
2025-06-27 13:51:31.689 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Teriflunomide-accord
2025-06-27 13:51:31.691 | INFO     | adapters.download_file:download_pdf:92 - Downloading 46/60 : Palynziq
2025-06-27 13:51:31.731 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(1/5)
2025-06-27 13:51:31.926 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(5/5)
2025-06-27 13:51:33.775 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(2/5)
2025-06-27 13:51:33.937 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Fabrazyme
2025-06-27 13:51:33.939 | INFO     | adapters.download_file:download_pdf:92 - Downloading 47/60 : Cufence
2025-06-27 13:51:33.973 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cufence. Retrying...(1/5)
2025-06-27 13:51:37.312 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(5/5)
2025-06-27 13:51:39.121 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Yuvanci
2025-06-27 13:51:39.122 | INFO     | adapters.download_file:download_pdf:92 - Downloading 48/60 : Exblifep
2025-06-27 13:51:39.155 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(3/5)
2025-06-27 13:51:39.158 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Exblifep. Retrying...(1/5)
2025-06-27 13:51:39.812 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(3/5)
2025-06-27 13:51:42.201 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Exblifep. Retrying...(2/5)
2025-06-27 13:51:47.322 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Toujeo
2025-06-27 13:51:47.327 | INFO     | adapters.download_file:download_pdf:92 - Downloading 49/60 : Natpar
2025-06-27 13:51:47.838 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Natpar
2025-06-27 13:51:47.839 | INFO     | adapters.download_file:download_pdf:92 - Downloading 50/60 : Eporatio
2025-06-27 13:51:47.874 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(1/5)
2025-06-27 13:51:48.026 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cufence. Retrying...(2/5)
2025-06-27 13:51:49.204 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(4/5)
2025-06-27 13:51:53.923 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(2/5)
2025-06-27 13:51:54.438 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Exblifep
2025-06-27 13:51:54.439 | INFO     | adapters.download_file:download_pdf:92 - Downloading 51/60 : Epclusa
2025-06-27 13:51:54.476 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(1/5)
2025-06-27 13:51:54.862 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(4/5)
2025-06-27 13:51:56.249 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(5/5)
2025-06-27 13:51:57.262 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Granupas
2025-06-27 13:51:57.264 | INFO     | adapters.download_file:download_pdf:92 - Downloading 52/60 : Levetiracetam-ratiopharm
2025-06-27 13:51:57.303 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(1/5)
2025-06-27 13:51:59.961 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(3/5)
2025-06-27 13:52:02.002 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(4/5)
2025-06-27 13:52:03.097 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cufence. Retrying...(3/5)
2025-06-27 13:52:06.343 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(2/5)
2025-06-27 13:52:07.053 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(5/5)
2025-06-27 13:52:07.523 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(2/5)
2025-06-27 13:52:08.900 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(5/5)
2025-06-27 13:52:10.058 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Eporatio
2025-06-27 13:52:10.064 | INFO     | adapters.download_file:download_pdf:92 - Downloading 53/60 : Rebif
2025-06-27 13:52:10.268 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Rebif
2025-06-27 13:52:10.269 | INFO     | adapters.download_file:download_pdf:92 - Downloading 54/60 : Ferriprox
2025-06-27 13:52:10.304 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(1/5)
2025-06-27 13:52:17.321 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Cufence
2025-06-27 13:52:17.322 | INFO     | adapters.download_file:download_pdf:92 - Downloading 55/60 : Vizarsin
2025-06-27 13:52:17.540 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Vizarsin
2025-06-27 13:52:17.542 | INFO     | adapters.download_file:download_pdf:92 - Downloading 56/60 : Lamzede
2025-06-27 13:52:17.577 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lamzede. Retrying...(1/5)
2025-06-27 13:52:18.344 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(2/5)
2025-06-27 13:52:18.579 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(3/5)
2025-06-27 13:52:18.907 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Palynziq
2025-06-27 13:52:18.909 | INFO     | adapters.download_file:download_pdf:92 - Downloading 57/60 : Hetlioz
2025-06-27 13:52:18.944 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hetlioz. Retrying...(1/5)
2025-06-27 13:52:19.624 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(4/5)
2025-06-27 13:52:20.395 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(3/5)
2025-06-27 13:52:21.391 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(3/5)
2025-06-27 13:52:22.437 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(4/5)
2025-06-27 13:52:22.633 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lamzede. Retrying...(2/5)
2025-06-27 13:52:24.441 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(4/5)
2025-06-27 13:52:24.695 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(5/5)
2025-06-27 13:52:25.669 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lamzede. Retrying...(3/5)
2025-06-27 13:52:26.479 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(5/5)
2025-06-27 13:52:29.873 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lamzede
2025-06-27 13:52:29.875 | INFO     | adapters.download_file:download_pdf:92 - Downloading 58/60 : Elmiron
2025-06-27 13:52:29.912 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Elmiron. Retrying...(1/5)
2025-06-27 13:52:29.995 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hetlioz. Retrying...(2/5)
2025-06-27 13:52:32.495 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Ferriprox
2025-06-27 13:52:32.500 | INFO     | adapters.download_file:download_pdf:92 - Downloading 59/60 : Ganirelix-gedeon-richter
2025-06-27 13:52:32.537 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganirelix-gedeon-richter. Retrying...(1/5)
2025-06-27 13:52:33.507 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(5/5)
2025-06-27 13:52:34.708 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Epclusa
2025-06-27 13:52:34.714 | INFO     | adapters.download_file:download_pdf:92 - Downloading 60/60 : Integrilin
2025-06-27 13:52:34.753 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Integrilin. Retrying...(1/5)
2025-06-27 13:52:35.794 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Integrilin. Retrying...(2/5)
2025-06-27 13:52:36.512 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Levetiracetam-ratiopharm
2025-06-27 13:52:37.595 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganirelix-gedeon-richter. Retrying...(2/5)
2025-06-27 13:52:39.846 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Integrilin. Retrying...(3/5)
2025-06-27 13:52:39.959 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Elmiron. Retrying...(2/5)
2025-06-27 13:52:43.037 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hetlioz. Retrying...(3/5)
2025-06-27 13:52:44.641 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ganirelix-gedeon-richter. Retrying...(3/5)
2025-06-27 13:52:45.895 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Integrilin. Retrying...(4/5)
2025-06-27 13:52:46.855 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ganirelix-gedeon-richter
2025-06-27 13:52:53.194 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Elmiron
2025-06-27 13:52:57.256 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Hetlioz
2025-06-27 13:53:00.260 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Integrilin
2025-06-27 13:53:00.264 | INFO     | adapters.download_file:retry_failed_downloads:200 - 28 files remain to be downloaded.
2025-06-27 13:53:00.265 | INFO     | adapters.download_file:download_files:239 - Retrying failed files...
2025-06-27 13:53:00.280 | INFO     | adapters.download_file:download_pdf:92 - Downloading 1/28 : Pergoveris
2025-06-27 13:53:00.281 | INFO     | adapters.download_file:download_pdf:92 - Downloading 2/28 : Arexvy
2025-06-27 13:53:00.281 | INFO     | adapters.download_file:download_pdf:92 - Downloading 3/28 : Baiama
2025-06-27 13:53:00.281 | INFO     | adapters.download_file:download_pdf:92 - Downloading 4/28 : Qoyvolma
2025-06-27 13:53:00.282 | INFO     | adapters.download_file:download_pdf:92 - Downloading 5/28 : Bavencio
2025-06-27 13:53:00.494 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(1/5)
2025-06-27 13:53:00.501 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Arexvy. Retrying...(1/5)
2025-06-27 13:53:00.511 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(1/5)
2025-06-27 13:53:00.513 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(1/5)
2025-06-27 13:53:00.520 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(1/5)
2025-06-27 13:53:02.558 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(2/5)
2025-06-27 13:53:04.561 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(2/5)
2025-06-27 13:53:05.607 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(3/5)
2025-06-27 13:53:06.544 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(2/5)
2025-06-27 13:53:10.688 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Arexvy
2025-06-27 13:53:10.689 | INFO     | adapters.download_file:download_pdf:92 - Downloading 6/28 : Vevizye
2025-06-27 13:53:10.760 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(1/5)
2025-06-27 13:53:12.755 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Bavencio
2025-06-27 13:53:12.755 | INFO     | adapters.download_file:download_pdf:92 - Downloading 7/28 : Sialanar
2025-06-27 13:53:12.790 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(1/5)
2025-06-27 13:53:15.654 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(4/5)
2025-06-27 13:53:17.612 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(3/5)
2025-06-27 13:53:19.116 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Vevizye
2025-06-27 13:53:19.117 | INFO     | adapters.download_file:download_pdf:92 - Downloading 8/28 : Rasagiline-ratiopharm
2025-06-27 13:53:19.155 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(1/5)
2025-06-27 13:53:19.705 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(5/5)
2025-06-27 13:53:21.594 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(3/5)
2025-06-27 13:53:21.663 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(4/5)
2025-06-27 13:53:23.202 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(2/5)
2025-06-27 13:53:25.715 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Baiama
2025-06-27 13:53:25.722 | INFO     | adapters.download_file:download_pdf:92 - Downloading 9/28 : Pelmeg
2025-06-27 13:53:25.787 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(1/5)
2025-06-27 13:53:25.831 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(2/5)
2025-06-27 13:53:27.239 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(3/5)
2025-06-27 13:53:30.706 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(5/5)
2025-06-27 13:53:35.304 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(4/5)
2025-06-27 13:53:35.897 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(3/5)
2025-06-27 13:53:35.993 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Pelmeg
